ID,Cantonese_Text,English_Text,Cantonese_Female_Sound,Cantonese_Male_Sound
cphrase_yue_441,部機而家運作得點？,How’s the machine running now?,,
cphrase_yue_442,測試過三次，冇問題。,Tested it three times — no trouble.,,
cphrase_yue_443,個新功能呢？連唔連到線？,And the new function? Does it connect?,,
cphrase_yue_444,連到。兩部機同步埋，一齊開就得。,It does. The two sync up — just start them together.,,
cphrase_yue_445,佢聲稱冇攞過，但係冇人信。,"He claims he never took it, but nobody believes him.",,
cphrase_yue_446,有冇證實到？,Has it been confirmed?,,
cphrase_yue_447,未。而家淨係懷疑，冇證據。,"Not yet. It’s suspicion at this point, no evidence.",,
cphrase_yue_448,噉就唔好亂講。實質上你都唔知。,Then don’t go spreading it. In real terms you don’t know either.,,
cphrase_yue_449,你同佢識咗好耐？,Have you known each other long?,,
cphrase_yue_450,青梅竹馬，細個住隔籬。,Since we were kids — we lived next door.,,
cphrase_yue_451,佢而家喺邊？,Where is he now?,,
cphrase_yue_452,外國。打長途電話貴，多數用網上。,"Abroad. Long distance is dear, so mostly we do it online.",,
cphrase_yue_453,哩件幾錢？,How much is this one?,,
cphrase_yue_454,打八折，二百四。,Twenty percent off — two hundred and forty.,,
cphrase_yue_455,我身上冇咁多現金。,I haven’t got that much cash on me.,,
cphrase_yue_456,唔緊要，碌卡都得。,Never mind — card’s fine.,,
cphrase_yue_457,講開又講，我上個禮拜差啲出事。嗰日送貨去新界，本來十點就應該到，點知條路封咗，兜咗個大圈，行咗成粒鐘。,"Speaking of which — I nearly came a cropper last week. That day I was running stock out to the New Territories, should have been there by ten, but the road was shut, I went right round the houses, took a solid hour.",,
cphrase_yue_458,噉點呀？,So then what?,,
cphrase_yue_459,到咗嗰陣個倉已經收咗工。我打電話畀阿頭，佢話等佢問吓。等咗四十五分鐘，一頭霧水，唔知係走定係留。,"By the time I got there the warehouse had knocked off. I rang the boss and he said to let him ask. Forty-five minutes I waited, completely at sea, no idea whether to go or stay.",,
cphrase_yue_460,噉你點做？,So what did you do?,,
cphrase_yue_461,我一嚟唔想白行，二嚟啲貨凍櫃撐唔到咁耐。講吓講吓，個保安話佢識個管倉嘅，打咗個電話，啱啱好嗰個人未走。講到尾都入到貨，不過遲咗三個鐘。,"For one thing I didn’t want a wasted trip, for another the cold box wasn’t going to hold that long. One thing led to another and the security guard said he knew the warehouse manager, made a call, and as luck would have it the man hadn’t left. In the end the stock did go in — just three hours late.",,
cphrase_yue_462,噉都算好彩。,"That’s lucky, all things considered.",,
cphrase_yue_463,係囖。誰不知第二日阿頭仲問我做乜咁遲，講嚟講去佢都唔記得係佢叫我等。,"Right. And then — would you believe it — next day the boss asks me why I was so late. Round and round we went, and he still didn’t remember it was him who told me to wait.",,
cphrase_yue_464,老實講，我唔係想講人是非，但係佢真係唔掂。每次收工都留低一大堆手尾，第二日一定係我執。,"To be honest, I’m not one for talking about people — but he really isn’t up to it. Every time he knocks off he leaves a great pile of loose ends, and next day it’s always me clearing them.",,
cphrase_yue_465,咁耐都冇人講佢？,All this time and nobody’s said anything to him?,,
cphrase_yue_466,講咗好多次。最弊係佢明明知，仲一味話自己好忙。擺明係唔想做，唔係唔識做。話晒大家做咗兩年同事，我都唔想撕破面，唯有死死氣幫佢執。,"Loads of times. The worst of it is he knows perfectly well and still does nothing but say how busy he is. He plainly doesn’t want to do it — it’s not that he can’t. After all, we’ve been on the same team two years, and I don’t want a falling-out, so I grit my teeth and clear up after him.",,
cphrase_yue_467,唔怪之得你成日鬼咁夜先走。,No wonder you’re always leaving so bloody late.,,
cphrase_yue_468,係囖。最弊係阿頭以為係我慢。我又唔想喺佢面前篤人背脊，結果就變咗我冤枉。,"Exactly. And the worst part is the boss thinks I’m the slow one. I don’t want to go telling tales in front of him either, so I’m the one who ends up carrying it.",,
cphrase_yue_469,噉樣落去唔係辦法。你講一次清楚，唔使鬧，講返啲事實就得。,"Going on like this isn’t the answer. Say it once, clearly — no need to shout, just stick to what actually happened.",,
cphrase_yue_470,我尋日同阿頭傾咗好耐。佢意思係，唔係唔畀我請假，係話而家人手唔夠，即係話我請得，但係要自己揾人頂。,"I had a long talk with the boss yesterday. What he meant was, it isn’t that I can’t take leave, it’s that we’re short-handed — which is to say I can take it, but I have to find my own cover.",,
cphrase_yue_471,咪就係。佢次次都係噉。,That’s exactly it. He’s the same every single time.,,
cphrase_yue_472,唔講唔知，實情係公司已經請咗兩個新人，不過未上到手。點都好，我都要揾人。提起呢樣嘢，你嗰個朋友仲想唔想做？,"You’d never know unless someone told you, but the truth of it is the company has already taken on two new people — they just aren’t up to speed yet. Either way, I still need cover. Which brings it up — does that friend of yours still want the work?",,
cphrase_yue_473,佢啱啱轉咗工。不過無論點我都問吓佢。,He’s just changed jobs. But I’ll ask him regardless.,,
cphrase_yue_474,唔該晒。講返請假，幸好我未買機票，如果買咗就慘。點會估到公司噉樣安排。,Thanks. Back to the leave — luckily I hadn’t bought the ticket yet; if I had I’d be sunk. Who’d have guessed they’d arrange it like that.,,
cphrase_yue_475,好喇，言歸正傳，你到底邊日走？,Right — back to the point. Which day are you actually going?,,
cphrase_yue_476,我講咗幾多次要影相先郁啲貨？你次次都話得，次次都冇影。,"How many times have I said photograph it before you move the stock? Every time you say yes, and every time there’s no photo.",,
cphrase_yue_477,嗰陣趕住出貨，邊有時間影。你自己又唔係唔知。,We were rushing the load out — where was the time? You know that yourself.,,
cphrase_yue_478,唔好意思，我插句嘴。你哋兩個講緊兩件事。,Sorry — can I cut in? You two are talking about two different things.,,
cphrase_yue_479,點解？,How so?,,
cphrase_yue_480,佢講嘅係嗰日趕，你講嘅係次次都趕。各有各講，講到聽日都唔會有結果。睇怕真正嘅問題係我哋根本冇時間影，唔係邊個唔肯影。,"He’s talking about that one day being a rush; you’re talking about every day being a rush. You’re each having your own conversation, and you could go at it till tomorrow with nothing to show. I reckon the real problem is that we haven’t got time to photograph at all — not that somebody won’t.",,
cphrase_yue_481,唔係啩，你幫我講嘢？,"You’re not speaking up for me, surely?",,
cphrase_yue_482,我唔係幫口，我淨係想收科。不如噉：出貨前十分鐘影，寫入流程，唔使邊個記住。,"I’m not taking sides — I just want to close this off. How about this: photograph it ten minutes before the load goes, and write it into the procedure, so nobody has to remember.",,
cphrase_yue_483,今日同一件事我講咗三次。同姨姨講嗰陣要好聲好氣：麻煩你幫幫忙，重新包過嗰兩箱，得唔得呀？同阿明就一句：呢兩箱要重包，快手啲。上到阿頭度就變咗：兩箱標籤有問題，我建議重包，你睇下方唔方便。,"I said the same thing three times today. With the auntie it had to be gentle — sorry to trouble you, could you do me a favour and repack those two boxes? With Ah Ming it was one line: these two need repacking, look sharp. And by the time it got to the boss it had turned into: there’s a problem with the labels on two boxes, I’d suggest repacking, see whether that suits.",,
cphrase_yue_484,三個版本，講到你都攰。,Three versions — no wonder you’re worn out.,,
cphrase_yue_485,唔係扮嘢，係唔同人食唔同套。你同姨姨大聲夾惡，佢即刻落面，之後乜都唔肯幫你。你同阿明兜圈子，佢覺得你唔信佢。你同阿頭直接落命令，佢覺得你越權。,"It isn’t putting it on — different people take a different approach. Come at the auntie loud and hard and she loses face on the spot, and after that she won’t help you with anything. Talk round in circles with Ah Ming and he thinks you don’t trust him. Give the boss a flat instruction and he thinks you’ve overstepped.",,
cphrase_yue_486,噉點先叫做啱？,So what counts as getting it right?,,
cphrase_yue_487,睇對象。同一句話，畀面就做得成，得罪咗就樣樣卡住。婉轉唔係唔講，係揀個講法。,"It depends who it is. Same sentence — give them face and it gets done; offend them and everything jams. Being tactful isn’t not saying it, it’s picking how you say it.",,
cphrase_yue_488,有道理。辛苦晒你教我。,That makes sense. Thanks for taking the trouble to tell me.,,
cphrase_yue_489,姨姨想我星期六幫佢個仔補習。我做唔到，但係又唔想一口拒絕。,"The auntie wants me to tutor her son on Saturdays. I can’t do it, but I don’t want to turn her down flat either.",,
cphrase_yue_490,噉你點答？,So how did you answer?,,
cphrase_yue_491,我話：多謝姨姨睇得起，不過我星期六恐怕唔得閒，你嘅心意我心領咗。如果佢再問，我就話而家排班未定，好難話，等我睇下先。噉樣就唔使講一個唔字，佢都聽得明。,"I said: thank you for thinking of me, but I’m afraid Saturdays don’t work — it’s the thought I’ll take. If she asks again I’ll say the rota isn’t settled yet, hard to say, let me have a look. That way I never have to say the word no, and she still understands.",,
cphrase_yue_492,唔怕佢覺得你搪塞？,Aren’t you worried she’ll think you’re fobbing her off?,,
cphrase_yue_493,會有少少。但係推搪同拒絕唔同：推搪係留返一線，下次見面唔會尷尬。一口拒絕就冇得返轉頭。真係唔得就同佢講清楚，不過要揀個時間，唔好當住人前。,"A bit, yes. But putting someone off isn’t the same as refusing them: putting off leaves a line open, so next time you meet it isn’t awkward. A flat no can’t be walked back. If it really is no, then say so plainly — but pick your moment, not in front of everyone.",,
cphrase_yue_494,噉如果佢喺人前問你呢？,And what if she asks you in front of people?,,
cphrase_yue_495,嗰陣就要有人打圓場。等佢有個台階落，大家都做得落去。,Then somebody has to smooth it over. Give her a way to climb down and everyone can carry on.,,
cphrase_yue_496,頭先阿明喺倉度同人拗，聲大到出面都聽到。,Ah Ming was having a row in the warehouse just now — loud enough to hear from outside.,,
cphrase_yue_497,因為乜嘢？,What over?,,
cphrase_yue_498,單嘢好細。有人郁咗佢張單，佢揾唔到，就火滾。其實佢谷咗氣好耐喇：連續開咗九日工，冇人幫手，講咗兩次都冇人理。今次係爆出嚟啫。,"The thing itself was tiny. Someone moved his paperwork, he couldn’t find it, and he went up. Truth is he’s been bottling it for ages — nine days straight without a break, no help, said something twice and nobody listened. This time it just came out.",,
cphrase_yue_500,我叫佢出去唞下氣。人火滾嗰陣同佢講道理係冇用嘅，越講越大鑊。等佢老定返，先慢慢傾。我自己都要忍手，唔好即刻鬧返轉頭。,"I sent him outside to get some air. Reasoning with someone while they’re up is useless — the more you say the worse it gets. Wait till he settles, then talk it through. I had to hold back myself, not fire straight back at him.",,
cphrase_yue_501,沉住氣真係難。,Keeping a lid on it really is hard.,,
cphrase_yue_502,難，但係喺人前收唔到口，之後就唔止一件事要收拾。,"It is. But if you can’t stop yourself in front of people, afterwards there’s more than one thing to clear up.",,
cphrase_yue_503,新嚟嗰個後生仔幾醒目。今朝阿頭黑口黑面，佢一睇就知，啲問題留到下晝先問。,"That new young lad is sharp. The boss had a face on him this morning, and he clocked it straight away — saved his questions for the afternoon.",,
cphrase_yue_504,噉先叫識做。,That’s what knowing how to behave looks like.,,
cphrase_yue_505,係囖。呢啲嘢冇得教，只可以睇餸食飯，見機行事。有啲人做咗十年都仲係好死板：規矩點寫就點做，唔識睇眉頭眼額，明明個場面唔啱都照講落去。,"Right. You can’t teach it — you cut your coat to your cloth and play it as it comes. Some people are still rigid after ten years: whatever the rule says, that’s what they do, can’t read a face, and carry right on talking when it’s plain the moment is wrong.",,
cphrase_yue_506,但係太識睇人面色又好似好假。,But being too good at reading people comes across as fake.,,
cphrase_yue_507,分別喺於你係咪應酬。淨係應酬就係敷衍，人哋感覺到。真係諗住做好件事，就算講得婉轉都唔會假。,"The difference is whether you’re just going through the motions. Pure social duty is fobbing people off, and they can feel it. If you actually mean to get the thing done, saying it tactfully doesn’t make it false.",,
cphrase_yue_508,講得啱。,Fair point.,,
cphrase_yue_509,噚日個供應商打嚟，講咗成十五分鐘。由佢啲車講到佢個仔讀書，又講返舊年價錢點跌，講到口水乾。我一直等佢講重點，等唔到。,The supplier rang yesterday and talked for a solid fifteen minutes. From his lorries to his son’s schooling and back round to how prices fell last year — talked himself hoarse. I kept waiting for the point and it never came.,,
cphrase_yue_510,噉最後有冇講到正題？,Did he get to the actual subject in the end?,,
cphrase_yue_511,有，得一句：下個禮拜三加價百分之五。成十五分鐘就得嗰一句係我要嘅。我後來學乖咗，一開始就攞張紙抄低日期同數目，其他由佢講。跟唔上都唔緊要，抄到嗰兩樣就得。,"He did — one sentence: five percent up from Wednesday next week. Fifteen minutes and that one line was the bit I needed. I’ve wised up since: from the start I take a bit of paper and write down the date and the figure, and he can say what he likes. It doesn’t matter if you can’t keep up, as long as you get those two things down.",,
cphrase_yue_512,佢係咪個個都咁長氣？,Is he that long-winded with everyone?,,
cphrase_yue_513,佢係。有啲人一句起兩句止，你要追住問先有嘢；有啲人東拉西扯，你要識喺入面揀。兩種都要應付，唔係佢哋改，係你改。,"He is. Some people give you two sentences and stop, so you have to keep asking to get anything; some ramble all over the place and you have to know how to pick out of it. You have to handle both — they’re not going to change, you are.",,
cphrase_yue_514,消化都要時間。,"Takes a while to digest, too.",,
cphrase_yue_515,係。所以我唔喺電話度即刻答，我話等我睇下先，覆你。,Right. So I don’t answer on the phone — I say let me have a look and I’ll come back to you.,,
cphrase_yue_516,喂？喂？聽唔聽到我講嘢？你把聲斷斷續續。,Hello? Hello? Can you hear me? You’re breaking up.,,
cphrase_yue_517,我喺倉入面，訊號好差。等我行出去先。,"I’m inside the warehouse, the signal’s terrible. Let me walk outside.",,
cphrase_yue_518,好啲喇。我啱啱講嘅嘢你聽到幾多？我講返一次：星期四朝早八點，兩架車，去二號門，唔係一號。你覆述一次畀我聽，我要確認。,"Better. How much of that did you get? Let me say it again: Thursday morning eight o’clock, two vehicles, gate two, not gate one. Read it back to me — I want to confirm it.",,
cphrase_yue_519,星期四八點，兩架車，二號門。,"Thursday eight, two vehicles, gate two.",,
cphrase_yue_520,啱。如果我唔喺度，唔好淨係收線，留個言，講清楚邊個打嚟同乜事。我見到就覆機。電話講唔清楚就打字畀我，唔好靠估。,"Right. If I’m not around, don’t just hang up — leave a message and say clearly who’s calling and what it’s about. I’ll ring back when I see it. If it won’t come across on the phone, type it to me — don’t leave it to guesswork.",,
cphrase_yue_521,明白。我掛線喇。,Understood. I’ll hang up now.,,
cphrase_yue_522,頭先開會，我有幾句聽漏咗。特別係佢講嗰個新流程，我一知半解，唔敢話明白。,"I missed a few lines in the meeting just now. Especially that new procedure he went through — I only half got it, and I didn’t dare say I understood.",,
cphrase_yue_523,點解唔即刻問？,Why not ask on the spot?,,
cphrase_yue_524,嗰陣氣氛好緊張，我怕打斷。而家諗返，其實應該問。估估下做落去，錯咗損失仲大。下次我會講：唔好意思，兜返上一句，你頭先講嘅係邊個部分？,"The atmosphere was tense and I was afraid of interrupting. Thinking about it now, I should have asked. Carrying on by guesswork costs more when it goes wrong. Next time I’ll say: sorry, can we go back a line — which part were you talking about just then?",,
cphrase_yue_525,噉樣問好啲，具體過話我唔明。,"That’s a better question — more specific than just ""I don’t get it"".",,
cphrase_yue_526,係。話我唔明係畀個難題人哋，佢要由頭講起。講明我聽漏咗邊一句，佢重覆嗰句就得，三十秒搞掂。,"Right. ""I don’t understand"" hands the other person a problem — they have to start from the beginning. Say which line you missed and they repeat that one line, thirty seconds and it’s done.",,
cphrase_yue_527,我哋心照，個個都試過扮明白。,We both know how it is — everyone’s pretended to follow at some point.,,
cphrase_yue_528,我一直以為係我耳仔問題。阿明講嘢我明晒，同一句話由陳師傅講出嚟我就聽唔明。,"I kept thinking it was my ears. I understand everything Ah Ming says, and the same sentence out of Master Chan’s mouth I can’t follow at all.",,
cphrase_yue_529,陳師傅有口音㗎嘛。佢係鄉下上嚟，講開鄉下話，咬字同我哋唔同。你唔係聽唔明廣東話，你係未聽慣佢。,"Master Chan’s got an accent, hasn’t he. He came up from the village and speaks the local dialect, so he shapes his words differently from us. It isn’t that you can’t understand Cantonese — you just aren’t used to him yet.",,
cphrase_yue_530,噉即係要點？,So what do I do?,,
cphrase_yue_531,聽多啲，冇第二味藥。同埋唔好淨係怪自己：佢講嘢又快又含糊，成日唔清唔楚，連我哋都要問返轉頭。姨姨就相反，慢吞吞，一個字一個字，你就明晒。快人快語嗰啲最難。,"Listen to more of him, there’s no other medicine. And don’t just blame yourself — he talks fast and mumbles, half the time it’s not clear, and even we have to ask him again. The auntie’s the opposite, slow as anything, one word at a time, and you understand every bit. It’s the quick talkers that are hardest.",,
cphrase_yue_532,我以前緊張到口窒窒，而家好啲。,I used to get so nervous I’d stumble over my words. It’s better now.,,
cphrase_yue_533,講多咗就係噉。慢慢嚟。,That’s what talking more does. Take your time.,,
cphrase_yue_534,今日你跟我。我唔會淨係講，我做一次你睇住，跟住你做一次我睇住。生手嗰陣慢啲冇所謂，最緊要每一步都做齊，唔好跳。,"You’re with me today. I’m not just going to talk — I’ll do it once while you watch, then you do it once while I watch. Slow is fine when you’re new; what matters is doing every step, not skipping any.",,
cphrase_yue_535,如果我唔記得咗一步呢？,What if I forget a step?,,
cphrase_yue_536,即刻問，唔好靠估。頭三日冇人會怪你問嘢，怪嘅係唔問就落手。示範完之後我會企埋一邊睇，你做，我唔出聲，除非你就快整壞嘢。,"Ask straight away, don’t guess. Nobody minds questions in the first three days — what they mind is putting your hands on it without asking. After the demonstration I’ll stand back and watch. You do it, I say nothing, unless you’re about to break something.",,
cphrase_yue_537,幾耐先算上手？,How long before you count as up to speed?,,
cphrase_yue_538,睇個人。有啲人一個禮拜就上手，有啲要一個月。熟能生巧，冇捷徑。手勢係練返嚟嘅，唔係睇返嚟。,"Depends on the person. Some are up to speed in a week, some take a month. Practice makes perfect and there’s no short cut — the knack comes from doing it, not from watching it.",,
cphrase_yue_539,如果遇到書上冇寫嘅情況呢？,And if something comes up that isn’t in the book?,,
cphrase_yue_540,嗰陣就要執生。但係執生唔等於亂嚟：做咗乜嘢一定要話返畀我知。,"Then you play it by ear. But playing it by ear isn’t doing whatever you like — whatever you did, you tell me afterwards.",,
cphrase_yue_541,阿頭，有件事要即刻同你講。三號房個溫控噚晚壞咗，我今朝先發現，入面嗰批應該報廢。係我噚日收工冇再睇多次，責任喺我度。,"Boss, something I need to tell you right now. The temperature control in Room 3 failed last night, I only found it this morning, and the batch inside will have to be written off. I didn’t look again before I knocked off yesterday — that’s on me.",,
cphrase_yue_542,損失幾多？,How much have we lost?,,
cphrase_yue_543,大約兩成。我已經做咗三樣嘢：換咗個控制器，將其餘嗰啲搬去二號房，同埋影晒相留底。我唔係嚟認錯就算，我想同你講點樣補鑊，同埋點樣唔會再發生。,"About twenty percent. I’ve already done three things: replaced the controller, moved the rest to Room 2, and photographed everything for the record. I’m not here just to own up — I want to tell you how we fix it and how it doesn’t happen again.",,
cphrase_yue_544,點解唔噚晚打畀我？,Why didn’t you ring me last night?,,
cphrase_yue_545,因為我噚晚都唔知。哩個先係真正嘅問題：而家冇警報，壞咗都冇人知。我建議裝個溫度警報，唔使靠人記得。亡羊補牢，總好過下次再嚟一次。,"Because I didn’t know last night either. That’s the real problem: there’s no alarm, so it can fail and nobody knows. I’d put a temperature alarm on it rather than relying on someone remembering. Shutting the gate after the horse has gone, but better than doing this again.",,
cphrase_yue_546,好。你去搞掂。多謝你冇瞞住我。,Right. Go and sort it. Thanks for not keeping it from me.,,
cphrase_yue_547,佢哋開價加百分之十二。我覺得太多，但係我唔想一口拒絕，因為佢哋係得嗰兩間肯送到我哋度。,"They’ve opened at twelve percent up. I think that’s too much, but I don’t want to turn it down flat, because they’re one of only two who’ll deliver out to us.",,
cphrase_yue_548,你個底線係幾多？,What’s your bottom line?,,
cphrase_yue_549,五。所以我還價三，畀個空間佢哋還返上嚟。講數唔係鬥惡，係揾個大家都收得貨嘅位。我會噉講：我理解你哋成本升咗，不過我哋落單量都升咗，拉勻計，加五我哋仲做得落去；加十二我要揾第二間，兩邊都蝕底。,"Five. So I’ll come back at three and leave them room to come up. Bargaining isn’t about who can be more aggressive, it’s finding a spot both sides can accept. I’ll say: I understand your costs have gone up, but our order volume has gone up too, and averaged out, five percent and we can carry on; twelve and I have to find someone else, and we both lose.",,
cphrase_yue_550,如果佢哋唔肯讓步呢？,And if they won’t give any ground?,,
cphrase_yue_551,噉就折衷：價錢照佢，但係要佢哋一個禮拜送兩次，同埋畀多三十日數期。唔一定要贏個價，可以贏第二樣。傾掂咗就即刻寫低，唔好淨係口頭講。,"Then we split the difference: they get their price, but they deliver twice a week and give us another thirty days to pay. You don’t have to win on price, you can win on something else. And the moment it’s agreed, write it down — don’t leave it spoken.",,
cphrase_yue_552,最尾打和都算贏。,"Ending level counts as winning, in the end.",,
cphrase_yue_553,星期五之前要清晒三號同四號。我哋分工：你同阿明做三號，姨姨同我做四號。邊個做完先，就過去幫另一邊，唔好企喺度等。,"Both Room 3 and Room 4 have to be cleared by Friday. We’ll split it: you and Ah Ming on 3, the auntie and me on 4. Whoever finishes first goes and helps the other side — don’t stand about waiting.",,
cphrase_yue_554,如果阿明星期四放假呢？,What if Ah Ming’s off on Thursday?,,
cphrase_yue_555,噉就要揾人頂更。我睇下個更表先。最緊要係星期五個死線郁唔到，客等緊。所以由今日開始我每日收工前問你一次進度，唔係唔信你，係怕臨門先知趕唔切。,"Then we find someone to cover the shift. Let me look at the rota first. The thing that can’t move is Friday — the customer’s waiting. So from today I’ll ask you where you are once a day before we knock off. It isn’t that I don’t trust you, it’s that I don’t want to find out at the last minute that we won’t make it.",,
cphrase_yue_556,唔使催，我一定交到。,No need to chase me — I’ll get it in.,,
cphrase_yue_557,我唔係催你。催係到咗最後兩日先做嘅嘢。而家問一句係跟進，兩者唔同：跟進係我幫你早啲揾到問題，催係我已經冇辦法。如果中途發現趕唔切，越早講越好，我仲可以排期或者加人。臨門先講，我就得個嬲字。,"I’m not chasing you. Chasing is what you do in the last two days. Asking now is following up, and they’re different: following up is me helping you find the problem early, chasing is me already out of options. If you spot halfway through that we won’t make it, the earlier you say the better — I can still reschedule or put more people on. Tell me at the door and all I can do is be annoyed.",,
cphrase_yue_558,明白。我一個人一腳踢嗰陣就係噉出事。,Understood. That’s exactly how it went wrong when I was doing the whole lot single-handed.,,
cphrase_yue_559,你返咗嚟半年，同啲師傅仲係唔多熟絡。唔係你做得唔好，係你收工就走，開工前嗰十分鐘你都唔喺度。,"You’ve been here six months and you’re still not really in with the older hands. It isn’t that you do the job badly — it’s that you leave the moment you finish, and you’re not around for those ten minutes before the shift starts.",,
cphrase_yue_560,我唔知講乜好，怕搭錯嘴。,I never know what to say — afraid of chipping in wrong.,,
cphrase_yue_561,冇人要你講嘢。你早十分鐘到，倒杯茶，聽佢哋講。第三日你就會知邊個個仔考緊試、邊個部車壞咗。到你搭一句嘴，就唔會唔啱位。埋堆唔係擦鞋，係畀人知道你係邊個。,"Nobody’s asking you to talk. Get in ten minutes early, pour a cup of tea, listen to them. By day three you’ll know whose son has exams and whose van has broken down. By the time you do chip in, it won’t land wrong. Getting in with people isn’t crawling — it’s letting them know who you are.",,
cphrase_yue_562,但係我同佢哋差咁遠。,But I’m so different from them.,,
