language,rank,headword,english_definition,english_translation,lemma,frequency,frequency_unit,pos,pronunciation,romanization,source,source_id,source_quality,milestone,word_unit,source_rank,annotation_source,translation_lemma,translation_method,translation_quality,translation_source,definition_lemma,definition_method,definition_source
cmn,15,吧,"bar (loanword) (serving drinks, or providing Internet access etc); to puff (on a pipe etc); (onom.) bang; abbr. for 貼吧|贴吧[tie1 ba1]","bar (loanword) (serving drinks, or providing Internet access etc); to puff (on a pipe etc); (onom.) bang; abbr. for 貼吧|贴吧[tie1 ba1]",,502836,count,,,ba1 | ba5 | bia1,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,15,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,吧,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,吧,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,16,她,she,she,,488294,count,,,ta1,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,16,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,她,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,她,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,17,这,"(pronoun) this; these; (bound form) this; the (followed by a noun); (bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhei4], esp. in Beijing); (coll.) this","(pronoun) this; these; (bound form) this; the (followed by a noun); (bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhei4], esp. in Beijing); (coll.) this",,440271,count,,,zhe4 | zhei4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,17,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,这,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,这,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,18,知道,to know; to become aware of; also pr. [zhi1dao5],to know; to become aware of; also pr. [zhi1dao5],,437631,count,,,zhi1 dao4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,18,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,知道,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,知道,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,19,说,to persuade; to speak; to talk; to say; to explain; to comment; to scold; to tell off,to persuade; to speak; to talk; to say; to explain; to comment; to scold; to tell off,,413852,count,,,shui4 | shuo1,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,19,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,说,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,说,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,20,都,all; both; entirely; (used for emphasis) even; already; (not) at all,all; both; entirely; (used for emphasis) even; already; (not) at all,,413654,count,,,Du1 | dou1 | du1,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,20,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,都,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,都,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,21,去,to go; to go to (a place); (of a time etc) last; just passed,to go; to go to (a place); (of a time etc) last; just passed,,370927,count,,,qu4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,21,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,去,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,去,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,22,很,"very; quite; (also, often used before an adjective without intensifying its meaning, i.e. as a meaningless syntactic element)","very; quite; (also, often used before an adjective without intensifying its meaning, i.e. as a meaningless syntactic element)",,365403,count,,,hen3,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,22,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,很,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,很,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,23,啊,interjection of surprise; Ah!; Oh!; interjection expressing doubt or requiring answer,interjection of surprise; Ah!; Oh!; interjection expressing doubt or requiring answer,,358257,count,,,a1 | a2 | a3 | a4 | a5,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,23,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,啊,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,啊,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,24,要,(bound form) to demand; to coerce; to want; to need; to ask for; will; shall; about to; need to; should,(bound form) to demand; to coerce; to want; to need; to ask for; will; shall; about to; need to; should,,352653,count,,,yao1 | yao4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,24,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,要,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,要,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,25,也,also; too; as well; (not ...) either; (used after a verbal or nominal expression X to indicate that X is an extreme or unexpected case) even (X); (literary) particle having functions similar to 啊[a5]; surname Ye,also; too; as well; (not ...) either; (used after a verbal or nominal expression X to indicate that X is an extreme or unexpected case) even (X); (literary) particle having functions similar to 啊[a5]; surname Ye,,336670,count,,,Ye3 | ye3,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,25,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,也,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,也,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,26,他们,they; them,they; them,,330294,count,,,ta1 men5,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,26,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,他们,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,他们,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,27,和,old variant of 和[he2]; (joining two nouns) and; together with; with (Taiwan pr. [han4]); (math.) sum; to make peace,old variant of 和[he2]; (joining two nouns) and; together with; with (Taiwan pr. [han4]); (math.) sum; to make peace,,323973,count,,,He2 | he2 | he4 | hu2 | huo2 | huo4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,27,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,和,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,和,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,28,那,"(specifier) that; the; those (colloquial pr. [nei4]); (pronoun) that (referring to persons, things or situations); then (in that case); (archaic) many","(specifier) that; the; those (colloquial pr. [nei4]); (pronoun) that (referring to persons, things or situations); then (in that case); (archaic) many",,323364,count,,,Na1 | Nuo2 | na3 | na4 | nuo2,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,28,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,那,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,那,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,29,想,to think (about); to think of; to devise; to think (that); to believe (that); to desire; to want (to),to think (about); to think of; to devise; to think (that); to believe (that); to desire; to want (to),,317123,count,,,xiang3,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,29,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,想,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,想,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,30,人,person; people,person; people,,315856,count,,,ren2,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,30,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,人,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,人,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,31,会,can; to have the skill; to know how to; to be likely to; to be sure to; to meet; to get together; meeting; gathering,can; to have the skill; to know how to; to be likely to; to be sure to; to meet; to get together; meeting; gathering,,312399,count,,,hui4 | kuai4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,31,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,会,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,会,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,32,一个,"a; an; one; the whole (afternoon, summer vacation etc)","a; an; one; the whole (afternoon, summer vacation etc)",,286202,count,,,yi1 ge5,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,32,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,一个,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,一个,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,33,来,"to come; (used as a substitute for a more specific verb); hither (directional complement for motion toward the speaker, as in 回來|回来[hui2 lai5]); ever since (as in 自古以來|自古以来[zi4 gu3 yi3 lai2])","to come; (used as a substitute for a more specific verb); hither (directional complement for motion toward the speaker, as in 回來|回来[hui2 lai5]); ever since (as in 自古以來|自古以来[zi4 gu3 yi3 lai2])",,279006,count,,,lai2,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,33,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,来,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,来,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,34,把,"to hold; to grasp; to hold a baby in position to help it urinate or defecate; handlebar; classifier: handful, bundle, bunch","to hold; to grasp; to hold a baby in position to help it urinate or defecate; handlebar; classifier: handful, bundle, bunch",,259336,count,,,ba3 | ba4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,34,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,把,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,把,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,35,对,right; correct; towards; at; for; concerning; regarding; to treat (sb a certain way),right; correct; towards; at; for; concerning; regarding; to treat (sb a certain way),,257560,count,,,dui4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,35,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,对,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,对,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,36,没有,haven't; hasn't; doesn't exist; to not have,haven't; hasn't; doesn't exist; to not have,,257229,count,,,mei2 you3,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,36,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,没有,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,没有,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,37,做,"to make; to produce; to write; to compose; to do; to engage in; to hold (a party etc); (of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc)","to make; to produce; to write; to compose; to do; to engage in; to hold (a party etc); (of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc)",,256927,count,,,zuo4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,37,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,做,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,做,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,38,不是,no; is not; not; fault; blame,no; is not; not; fault; blame,,253201,count,,,bu4 shi4 | bu4 shi5,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,38,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,不是,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,不是,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,39,让,to yield; to permit; to let sb do sth; to have sb do sth,to yield; to permit; to let sb do sth; to have sb do sth,,235971,count,,,rang4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,39,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,让,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,让,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,40,给,to; for; for the benefit of; to give,to; for; for the benefit of; to give,,232587,count,,,gei3 | ji3,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,40,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,给,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,给,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,41,可以,can; may; possible; able to,can; may; possible; able to,,213363,count,,,ke3 yi3,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,42,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,可以,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,可以,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,42,你们,you (plural),you (plural),,207368,count,,,ni3 men5,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,44,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,你们,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,你们,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,43,呢,"(sentence-final particle) used in questions to link back to prior discourse or context (""what about...?"", ""and...?""); (sentence-final particle) indicating that a state or situation still holds; (discourse particle) used to mark a slight pause or emphasis in speech; dense wool fabric (used for coats and jackets)","(sentence-final particle) used in questions to link back to prior discourse or context (""what about...?"", ""and...?""); (sentence-final particle) indicating that a state or situation still holds; (discourse particle) used to mark a slight pause or emphasis in speech; dense wool fabric (used for coats and jackets)",,203137,count,,,ne5 | ni2,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,45,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,呢,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,呢,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
cmn,44,但,but; yet; however; still; merely; only; just,but; yet; however; still; merely; only; just,,200270,count,,,dan4,https://github.com/hermitdave/FrequencyWords/blob/master/content/2018/zh_cn/zh_cn_50k.txt,frequencywords_2018_zh_cn,media_proxy,500,segmented_word,46,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,但,cc_cedict_headword,dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict,但,source_dictionary_gloss,https://www.mdbg.net/chinese/dictionary?page=cc-cedict
