ID,Cantonese_Text,English_Text,Cantonese_Female_Sound,Cantonese_Male_Sound
chat_yw_food_0_t1_them,餐蛋麵、凍檸少甜。凍飲加兩蚊。,"Spam and egg noodles, iced lemon less sweet. Two dollars extra for a cold drink.",,
chat_yw_food_0_t1_you0,一個餐蛋麵，凍檸茶少甜。,"Spam and egg noodles, iced lemon tea, less sugar.",,
chat_yw_food_0_t1_you1,我要一杯凍檸檬茶，唔該落少啲糖。,"I would like an iced lemon tea, with less sugar please.",,
chat_yw_food_0_t1_you2,有咩食㗎？,What have you got?,,
chat_yw_food_0_t2_them,好。等陣。,Right. Won’t be long.,,
chat_yw_food_0_t2_you0,冇問題。,That’s fine.,,
chat_yw_food_0_t2_you1,點解要加錢㗎？,Why is there a surcharge?,,
chat_yw_food_0_t2_you2,噉我要熱嘅。,Then I’ll have it hot.,,
chat_yw_food_0_t3_them,埋單去門口嗰度俾。,Pay at the counter by the door.,,
chat_yw_food_0_t3_you0,唔該埋單。,"The bill, please.",,
chat_yw_food_0_t3_you1,我想俾錢。,I would like to pay.,,
chat_yw_food_0_t3_you2,唔該，賬單。,Excuse me — the account.,,
chat_yw_food_1_opener,飲咩茶呀？,What tea are you having?,,
chat_yw_food_1_t0_them,好。點心紙喺度，自己填。,Right. Order sheet’s here — fill it in yourself.,,
chat_yw_food_1_t0_you0,普洱，唔該。,"Pu-erh, thanks.",,
chat_yw_food_1_t0_you1,水就得喇。,Just water is fine.,,
chat_yw_food_1_t0_you2,咩都得。,Anything.,,
chat_yw_food_1_t1_them,喺你隔籬張枱度，攞啦。,On the next table — help yourself.,,
chat_yw_food_1_t1_you0,唔該借支筆。,Could I borrow a pen?,,
chat_yw_food_1_t1_you1,你幫我落單啦。,You order for me.,,
chat_yw_food_1_t1_you2,我唔識睇。,I can’t read it.,,
chat_yw_food_1_t2_them,牛柏葉。爽㗎，試下啦。,Beef tripe. Nice bite to it — give it a go.,,
chat_yw_food_1_t2_you0,哩個係咩嚟㗎？,What’s this one?,,
chat_yw_food_1_t2_you1,哩個好唔好食？,Is this nice?,,
chat_yw_food_1_t2_you2,哩個有冇肉？,Does this have meat in it?,,
chat_yw_food_1_t3_them,嚟緊喇。,On its way.,,
chat_yw_food_1_t3_you0,唔該加水。,"More hot water, please.",,
chat_yw_food_1_t3_you1,個茶壺空咗。,The teapot is empty.,,
chat_yw_food_1_t3_you2,唔該俾多壺茶我。,"Another pot of tea, please.",,
chat_yw_grow_0_opener,喂阿羅，聽日點呀？,Oi Lo — what’s the plan tomorrow?,,
chat_yw_grow_0_t0_them,三號房呀？得四個阿姨得閒咋。,"Room 3? Only four of the aunties are free, mind.",,
chat_yw_grow_0_t0_you0,林生，聽日摘三號房嘅葉呀，有冇人手？,"Uncle, de-leafing Room 3 tomorrow — got anyone free?",,
chat_yw_grow_0_t0_you1,你自己諗啦,You figure it out,,
chat_yw_grow_0_t0_you2,冇嘢做,Nothing on,,
chat_yw_grow_0_t1_them,好。我而家同佢哋講。八點啱唔啱？,Right. I’ll tell them now. Eight alright?,,
chat_yw_grow_0_t1_you0,四個都夠喇，做半日就得。,Four’s enough — half a day will do it.,,
chat_yw_grow_0_t1_you1,四個唔夠，叫多啲人返嚟,"Four’s not enough, call more in",,
chat_yw_grow_0_t1_you2,噉算啦，唔做喇,Forget it then,,
chat_yw_grow_0_t2_them,仲有，阿勝話四號房要插枝喎。幾時做？,"Also, Tsing says Room 4 needs clones cut. When?",,
chat_yw_grow_0_t2_you0,八點啱。唔該晒你。,Eight’s good. Cheers.,,
chat_yw_grow_0_t2_you1,六點啦，早啲做完,"Make it six, finish earlier",,
chat_yw_grow_0_t2_you2,隨便啦,Whatever,,
chat_yw_grow_0_t3_them,冇問題。我記低咗，同埋話俾阿勝知。,No problem. Noted — I’ll tell Tsing too.,,
chat_yw_grow_0_t3_you0,摘完葉先啦，後日插枝。,De-leaf first — clones the day after.,,
chat_yw_grow_0_t3_you1,一齊做啦，慳返時間,"Do both at once, saves time",,
chat_yw_grow_0_t3_you2,插枝唔急,Clones aren’t urgent,,
chat_yw_grow_1_opener,阿羅，哩批乾咗未呀？我想開始剪。,"Lo, is this lot dry yet? I want to start trimming.",,
chat_yw_grow_1_t0_them,好。噉今日我哋剪返琴日嗰批。,Alright. We’ll do yesterday’s batch today then.,,
chat_yw_grow_1_t0_you0,未夠乾，聽日先啦。,Not dry enough — tomorrow.,,
chat_yw_grow_1_t0_you1,夠喇，開始啦,"It’s fine, get going",,
chat_yw_grow_1_t0_you2,我唔知,Dunno,,
chat_yw_grow_1_t1_them,知喇。啲磅數要唔要即刻寫低？,Got it. Do you want the weights written down as we go?,,
chat_yw_grow_1_t1_you0,好呀。剪靚啲，慢少少冇所謂。,Good. Trim it nice — slower is fine.,,
chat_yw_grow_1_t1_you1,快手啲，今日要清晒,"Be quick, it all has to clear today",,
chat_yw_grow_1_t1_you2,你哋自己睇住辦,Sort it out among yourselves,,
chat_yw_grow_1_t2_them,冇問題。每袋都貼返標籤，寫埋日期同房號。,No problem. Every bag gets a label with the date and room number.,,
chat_yw_grow_1_t2_you0,要呀，磅完就寫，唔好靠估。,"Yes — write it as you weigh, no guessing.",,
chat_yw_grow_1_t2_you1,唔使，最後一齊計,"No, tally it all at the end",,
chat_yw_grow_1_t2_you2,求其寫個大概,Just put a rough number,,
chat_yw_grow_1_t3_them,客氣喇。有嘢再叫我。,Don’t mention it. Give me a shout if you need anything.,,
chat_yw_grow_1_t3_you0,啱晒。你哋做嘢好細心，多謝你。,Exactly right. You lot are careful — thank you.,,
chat_yw_grow_1_t3_you1,房號唔使寫,No need for the room number,,
chat_yw_grow_1_t3_you2,知喇知喇,"Yeah yeah, I know",,
chat_yw_grow_10_opener,喂，林生話部抽濕機壞咗？,Hello — Uncle says the dehumidifier’s broken?,,
chat_yw_grow_10_t0_them,開到但唔轉？可能係摩打。幾時買㗎？,Powers on but won’t turn? Could be the motor. When was it bought?,,
chat_yw_grow_10_t0_you0,係，四號房嗰部。開到但係唔轉。,"Yes, the one in Room 4. It powers on but doesn’t turn.",,
chat_yw_grow_10_t0_you1,壞咗，你嚟睇下啦。,It’s broken — come and have a look.,,
chat_yw_grow_10_t0_you2,我唔知點解，你自己睇。,I don’t know why — see for yourself.,,
chat_yw_grow_10_t1_them,一年？應該仲有保養。你搵返張單。,A year? Should still be under warranty. Dig out the receipt.,,
chat_yw_grow_10_t1_you0,舊年買，用咗大概一年。,Last year — about a year’s use on it.,,
chat_yw_grow_10_t1_you1,唔記得。,I forget.,,
chat_yw_grow_10_t1_you2,好新㗎。,It’s fairly new.,,
chat_yw_grow_10_t2_them,聽日下晝得唔得？,Would tomorrow afternoon do?,,
chat_yw_grow_10_t2_you0,好，我搵返張單。你幾時可以嚟？,"Right, I’ll find it. When can you come?",,
chat_yw_grow_10_t2_you1,唔使保養喇，你整咗佢就得。,Never mind the warranty — just fix it.,,
chat_yw_grow_10_t2_you2,我搵下先，遲啲覆你。,Let me look for it and get back to you.,,
chat_yw_grow_10_t3_them,好，噉我兩點嚟。,"Right — I’ll come at two, then.",,
chat_yw_grow_10_t3_you0,得。不過三點前要嚟，我哋四點收工。,"That works — but before three, we knock off at four.",,
chat_yw_grow_10_t3_you1,幾時都得。,Any time’s fine.,,
chat_yw_grow_10_t3_you2,越快越好。,The sooner the better.,,
chat_yw_grow_11_opener,阿羅，乾房三號嗰批，你話幾時可以剪？,Lo — the lot in Dry Room C. When can we trim it?,,
chat_yw_grow_11_t0_them,度咗。前面百分之十一，中間十四。,"Done. Eleven percent at the front, fourteen in the middle.",,
chat_yw_grow_11_t0_you0,度咗未？攞支筆度下先。,Has it been checked? Get the pen on it first.,,
chat_yw_grow_11_t0_you1,聽日啦。,Tomorrow.,,
chat_yw_grow_11_t0_you2,你摸下就知。,Feel it — you’ll know.,,
chat_yw_grow_11_t1_them,明。噉中間嗰啲幾時再度？,Right. When do I check the middle again?,,
chat_yw_grow_11_t1_you0,噉前面可以落，中間留返。,"Then the front can come down, leave the middle.",,
chat_yw_grow_11_t1_you1,平均十二，得喇。,Averages twelve — that’ll do.,,
chat_yw_grow_11_t1_you2,全部留多兩日。,Leave the whole lot two more days.,,
chat_yw_grow_11_t2_them,得。噉落咗嗰啲即刻剪定係等埋？,"Fine. And what comes down — trim it straight away, or wait?",,
chat_yw_grow_11_t2_you0,聽日同後日各度一次。,Once tomorrow and once the day after.,,
chat_yw_grow_11_t2_you1,乾咗你話我知。,Tell me when it’s dry.,,
chat_yw_grow_11_t2_you2,每個鐘度一次。,Check it every hour.,,
chat_yw_grow_11_t3_them,明。我而家叫阿姨過嚟。,Got it. I’ll get the aunties over now.,,
chat_yw_grow_11_t3_you0,即刻剪。落咗放太耐會返潮。,Straight away. Left down too long it draws moisture back.,,
chat_yw_grow_11_t3_you1,等埋中間嗰啲一齊剪。,Wait and do it with the middle.,,
chat_yw_grow_11_t3_you2,隨便啦。,Whatever suits.,,
chat_yw_grow_12_opener,阿羅，八號房嗰批剪晒喇。,Lo — Room 8’s lot is all trimmed.,,
chat_yw_grow_12_t0_them,檢查咗六十磅。仲有二十幾磅未揀。,Sixty pounds checked. Another twenty-odd still to sort.,,
chat_yw_grow_12_t0_you0,好。檢查完幾多磅？,Good. How many pounds have been checked over?,,
chat_yw_grow_12_t0_you1,好，入袋啦。,Right — bag it up.,,
chat_yw_grow_12_t0_you2,總共幾多磅？,What’s the total?,,
chat_yw_grow_12_t1_them,知。噉一磅袋要啱一磅係咪？,Understood. And the pound bags have to be exactly a pound?,,
chat_yw_grow_12_t1_you0,揀完先入袋。碎花另外擺。,Sort it before bagging. Shake goes separately.,,
chat_yw_grow_12_t1_you1,一齊入啦，都係同一間房。,Bag it all together — it’s the same room anyway.,,
chat_yw_grow_12_t1_you2,碎花掟咗佢啦。,Bin the shake.,,
chat_yw_grow_12_t2_them,好。噉八號房總共出咗幾多磅？,Right. So what has Room 8 given us altogether?,,
chat_yw_grow_12_t2_you0,係，唔好多唔好少。封好貼返標籤。,"Yes — not over, not under. Seal them and label them.",,
chat_yw_grow_12_t2_you1,差少少冇所謂。,A bit out doesn’t matter.,,
chat_yw_grow_12_t2_you2,你哋自己睇住啦。,You lot keep an eye on it.,,
chat_yw_grow_12_t3_them,一級四十二磅，二級二十八，三級十一。,"Grade one forty-two pounds, grade two twenty-eight, grade three eleven.",,
chat_yw_grow_12_t3_you0,你話我知，我要記低。每級分開磅。,Tell me — I need it written down. Each grade weighed separately.,,
chat_yw_grow_12_t3_you1,你計啦，遲啲話我知。,You work it out and tell me later.,,
chat_yw_grow_12_t3_you2,大概八十磅啦。,About eighty pounds.,,
chat_yw_grow_13_opener,阿羅，叔叔琴日自己落咗乾房嘅花，冇同我講。,Lo — Uncle took the dry room flower down yesterday himself and never told me.,,
chat_yw_grow_13_t0_them,花朵太乾喇，冇晒重量。老闆講咗三次唔好太乾。,It’s far too dry — the weight’s gone. The boss said three times not to let it get dry.,,
chat_yw_grow_13_t0_you0,我唔知佢噉做。等陣，我問下佢。,I didn’t know he had. Hold on — let me ask him.,,
chat_yw_grow_13_t0_you1,佢成日都係噉㗎啦。,He’s always like that.,,
chat_yw_grow_13_t0_you2,噉你點解唔阻止佢？,Why didn’t you stop him?,,
chat_yw_grow_13_t1_them,唔係第一次喇。冇人手做嘢佢就話夠乾。,"It isn’t the first time. When he’s short of hands, suddenly it’s dry enough.",,
chat_yw_grow_13_t1_you0,係我冇同佢講清楚邊個話事。,That’s on me — I never made it clear who decides.,,
chat_yw_grow_13_t1_you1,我下次同佢講。,I’ll speak to him next time.,,
chat_yw_grow_13_t1_you2,佢話花朵已經夠乾。,He said it was dry enough.,,
chat_yw_grow_13_t2_them,噉樣就清楚喇。,"That’s clear, then.",,
chat_yw_grow_13_t2_you0,由今日起，落唔落由你話事，唔係佢。,"From today, whether it comes down is your call, not his.",,
chat_yw_grow_13_t2_you1,我叫佢以後問你。,I’ll tell him to ask you in future.,,
chat_yw_grow_13_t2_you2,我哋開個會傾下。,Let’s have a meeting about it.,,
chat_yw_grow_13_t3_them,我明。我唔係嬲佢個人，我係嬲件事。,"I know. It isn’t him I’m angry at, it’s the situation.",,
chat_yw_grow_13_t3_you0,唔好嬲佢，佢要排四間廠嘅人手。,Don’t be angry at him — he’s rostering four sites.,,
chat_yw_grow_13_t3_you1,我知佢好煩。,"I know, he’s a pain.",,
chat_yw_grow_13_t3_you2,你哋自己傾掂佢。,The two of you sort it out.,,
chat_yw_grow_14_opener,阿羅，我有個建議，關於摘葉。,"Lo — I’ve got a suggestion, about the leaf removal.",,
chat_yw_grow_14_t0_them,第十四日第一次摘葉唔夠乾淨，剩返好多大葉，之後就容易發霉。,"The first pass on day 14 isn’t thorough enough. A lot of big leaf stays on, and then it moulds.",,
chat_yw_grow_14_t0_you0,講啦，你日日喺度睇。,Go on — you’re the one who sees it every day.,,
chat_yw_grow_14_t0_you1,而家好忙，遲啲講。,I’m busy — later.,,
chat_yw_grow_14_t0_you2,哩個係叔叔負責。,That’s Uncle’s side of it.,,
chat_yw_grow_14_t1_them,係。同埋擋住光，底下啲花就細。,"Yes. And it blocks the light, so the lower flower stays small.",,
chat_yw_grow_14_t1_you0,你係話葉太密，唔通風？,You’re saying it’s too dense — no airflow?,,
chat_yw_grow_14_t1_you1,好，我叫佢哋做乾淨啲。,"Right, I’ll tell them to do it more thoroughly.",,
chat_yw_grow_14_t1_you2,發霉係濕度問題。,Mould is a humidity problem.,,
chat_yw_grow_14_t2_them,好，我下次摘葉嗰陣剪一棵。,Good. I’ll cut one next time they do the leaf.,,
chat_yw_grow_14_t2_you0,噉你剪一棵樣板出嚟，我叫佢哋照做。,Then trim one as a sample and I’ll have them work to it.,,
chat_yw_grow_14_t2_you1,我叫佢哋小心啲。,I’ll tell them to be more careful.,,
chat_yw_grow_14_t2_you2,我哋下次早幾日做。,We’ll do it a few days earlier next time.,,
chat_yw_grow_14_t3_them,冇問題。我見到就講。,"Of course. If I see it, I’ll say.",,
chat_yw_grow_14_t3_you0,多謝。以後有咩睇到，照樣同我講。,"Thank you. Anything else you notice, tell me the same way.",,
chat_yw_grow_14_t3_you1,希望有用。,Hopefully it helps.,,
chat_yw_grow_14_t3_you2,我會同老闆講係你提出嘅。,I’ll tell the boss it was your idea.,,
chat_yw_grow_15_opener,阿羅，你今朝先話我知，我點排人呀？,Lo — you only told me this morning. How am I meant to roster anyone?,,
chat_yw_grow_15_t0_them,我要排四間廠嘅人，唔係得你哋一間。,"I’m rostering four sites, not just yours.",,
chat_yw_grow_15_t0_you0,你講得啱，係我太遲。下次早兩日。,You’re right — I left it too late. Two days ahead from now on.,,
chat_yw_grow_15_t0_you1,我都係啱啱先知。,I only found out myself just now.,,
chat_yw_grow_15_t0_you2,今次唔該幫下手啦。,Just help me out this once.,,
chat_yw_grow_15_t1_them,噉樣就最好。星期五六日我哋好忙，其他日得。,That’d be best. Friday to Sunday we’re flat out — other days are fine.,,
chat_yw_grow_15_t1_you0,我知。我做張表，一個月嘅日期一次過俾你。,I know. I’ll do a sheet — a month of dates in one go.,,
chat_yw_grow_15_t1_you1,我知你好忙。,I know you’re busy.,,
chat_yw_grow_15_t1_you2,你排唔到就講。,Just say if you can’t cover it.,,
chat_yw_grow_15_t2_them,得。噉我而家排得到人。,Right. Then I can actually get you people.,,
chat_yw_grow_15_t2_you0,明白。我排星期一同星期四。,Understood. I’ll put them on Mondays and Thursdays.,,
chat_yw_grow_15_t2_you1,噉星期六真係唔得？,So Saturday’s really out?,,
chat_yw_grow_15_t3_them,冇問題。有事我打俾你。,"No problem. Anything comes up, I’ll call.",,
chat_yw_grow_15_t3_you0,唔該晒。有咩排唔到，即刻打俾我。,"Thanks. Anything you can’t cover, ring me straight away.",,
chat_yw_grow_15_t3_you1,好，就噉話。,Good — that’s settled then.,,
chat_yw_grow_15_t3_you2,我下次唔會再遲。,I won’t be late telling you again.,,
chat_yw_grow_16_opener,林生：阿羅，我唔明。阿姨冇花剪，噉佢哋做乜？,"Uncle: Lo, I don’t follow. If the aunties have no flower to trim, what are they meant to do?",,
chat_yw_grow_16_t0_them,阿曉：唔係我唔畀佢哋做。係機器未做完，做咗就冇得補救。,"Ling: It isn’t that I won’t let them. The machine hasn’t had it yet, and once it’s hand-trimmed you can’t undo it.",,
chat_yw_grow_16_t0_you0,你問得啱。等我講清楚兩件事先。,That’s a fair question. Let me set out two things first.,,
chat_yw_grow_16_t0_you1,哩個係阿曉負責。,That’s Ling’s side of it.,,
chat_yw_grow_16_t0_you2,老闆話唔准剪。,The boss said they’re not to trim it.,,
chat_yw_grow_16_t1_them,林生：噉我啲人企喺度冇嘢做，都係浪費人工。,Uncle: Then my people stand about with nothing to do. That’s wages wasted.,,
chat_yw_grow_16_t1_you0,阿曉講嘅係次序，林生講嘅係人手。兩樣唔同。,What Ling is describing is the order of the work. What you’re describing is manpower. They’re two different things.,,
chat_yw_grow_16_t1_you1,所以阿曉啱。,So Ling is right.,,
chat_yw_grow_16_t1_you2,你哋兩個自己傾。,The two of you work it out.,,
chat_yw_grow_16_t2_them,林生：噉你要早啲話我知有幾多花。,Uncle: Then you have to tell me sooner how much flower there is.,,
chat_yw_grow_16_t2_you0,啱。所以唔夠花剪就唔好叫咁多人嚟。,"Right — so when there isn’t enough flower, don’t send that many people.",,
chat_yw_grow_16_t2_you1,佢哋冇嘢做就摘葉啦。,"If they’ve nothing on, they can go and de-leaf.",,
chat_yw_grow_16_t2_you2,人工唔係你嘅問題。,The wages aren’t your problem.,,
chat_yw_grow_16_t3_them,阿曉：冇問題，我夜晚發俾佢。,Ling: No problem — I’ll send it to him in the evening.,,
chat_yw_grow_16_t3_you0,就係。阿曉每晚同你講聽日有幾多。,Exactly. Ling tells you each evening how much there’ll be tomorrow.,,
chat_yw_grow_16_t3_you1,我每日話你知。,I’ll tell you every day.,,
chat_yw_grow_16_t3_you2,你自己問阿曉啦。,Just ask Ling yourself.,,
chat_yw_grow_17_opener,阿羅，聽日有冇嘢做？冇嘅話我唔使返。,"Lo, is there work tomorrow? If not, I won’t come in.",,
chat_yw_grow_17_t0_them,好。噉阿姨幾時嚟剪花？,Alright. So when are the aunties coming to trim?,,
chat_yw_grow_17_t0_you0,聽日冇花。你可以跟阿姨嘅時間。,No flower tomorrow. You can follow the aunties’ schedule.,,
chat_yw_grow_17_t0_you1,你返嚟先啦。,Come in anyway.,,
chat_yw_grow_17_t0_you2,你自己決定。,Up to you.,,
chat_yw_grow_17_t1_them,好。有工作你隨時通知我，我就返。,Fine. Tell me whenever there’s work and I’ll come in.,,
chat_yw_grow_17_t1_you0,星期一。我會提早一日話你知。,Monday. I’ll tell you the day before.,,
chat_yw_grow_17_t1_you1,等叔叔話我知先。,Once Uncle tells me.,,
chat_yw_grow_17_t1_you2,應該係下個禮拜。,Should be next week.,,
chat_yw_grow_17_t2_them,我咩都做得，唔怕辛苦。,I’ll do anything — I don’t mind hard work.,,
chat_yw_grow_17_t2_you0,你想唔想做多啲？種植室嗰邊要人。,Do you want more hours? They need people in the grow rooms.,,
chat_yw_grow_17_t2_you1,你而家嘅鐘數夠唔夠？,Are you getting enough hours?,,
chat_yw_grow_17_t2_you2,冇花就冇工。,"No flower, no work.",,
chat_yw_grow_17_t3_them,好，多謝你。,Good. Thank you.,,
chat_yw_grow_17_t3_you0,噉好。有需要我提早叫你。,Good. I’ll call you in ahead of time when we need you.,,
chat_yw_grow_17_t3_you1,噉你日日返啦。,Then come in every day.,,
chat_yw_grow_17_t3_you2,我睇下先。,Let me see.,,
chat_yw_grow_18_opener,林生：今日十八個人，剪咗一百五十四磅。,"Uncle: Eighteen people today, a hundred and fifty-four pounds trimmed.",,
chat_yw_grow_18_t0_them,林生：可能有一個係打雜，我冇計佢。,Uncle: One of them was on odd jobs — I didn’t count her.,,
chat_yw_grow_18_t0_you0,一百五十四？但係攞走嗰張寫一百六十八。,A hundred and fifty-four? The pickup sheet says a hundred and sixty-eight.,,
chat_yw_grow_18_t0_you1,好，多謝。,"Right, thanks.",,
chat_yw_grow_18_t0_you2,你數錯咗。,You’ve counted it wrong.,,
chat_yw_grow_18_t1_them,林生：我寫咗喺張紙度，我搵返俾你。,Uncle: I wrote it on a slip — I’ll find it for you.,,
chat_yw_grow_18_t1_you0,打雜嗰個都要計，佢都收工錢。,The one on odd jobs still counts — she’s still being paid.,,
chat_yw_grow_18_t1_you1,噉就算啦。,Never mind then.,,
chat_yw_grow_18_t1_you2,下次全部都要計。,Count everyone next time.,,
chat_yw_grow_18_t2_them,林生：得。我叫佢哋自己簽。,Uncle: Fine. I’ll get them to sign for themselves.,,
chat_yw_grow_18_t2_you0,唔該。以後每個人一個號碼，寫低鐘數。,"Thanks. From now on — a number for each person, and the hours written down.",,
chat_yw_grow_18_t2_you1,你記得就得。,As long as you remember.,,
chat_yw_grow_18_t2_you2,我自己嚟計。,I’ll count it myself.,,
chat_yw_grow_18_t3_them,林生：冇問題，朋友。,"Uncle: No problem, mate.",,
chat_yw_grow_18_t3_you0,好。噉大家都清楚，唔使拗。,Good. Then it’s clear for everyone and nobody has to argue.,,
chat_yw_grow_18_t3_you1,唔好再搞錯。,Don’t get it wrong again.,,
chat_yw_grow_18_t3_you2,冇嘢喇。,That’s all.,,
chat_yw_grow_2_opener,阿羅，母株老咗喇，要換過批新嘅。,"Lo, the mothers are getting old — we need a fresh set.",,
chat_yw_grow_2_t0_them,我諗住留返兩棵好嘅，慢慢換。,I was thinking keep two good ones and change them over gradually.,,
